sent-api1344-UAZ-r1-1289294-156,"The findings of the current report support continued investigation of BAY43-9006 for treatment of patients with melanoma , and suggest that clinical effects observed may be due to some effects that are independent of B-raf kinase activity ."
sent-api1344-UAZ-r1-1289294-72,Proliferation of melanoma cells expressing wild-type and V599E mutant B-Raf .
sent-api1344-UAZ-r1-1289294-54,"Anti-p70S6 Kinase , clone SB20 Antibody ( Catalog # 05-781 , used at 1:8000 ) was purchased from Upstate ."
sent-api1344-UAZ-r1-1289294-157,We found that multiple human melanoma cell lines proliferated in culture at different relative rates in the absence of serum and that the addition of serum to the medium doubled the rate of proliferation .
sent-api1344-UAZ-r1-1289294-118,"Thus , even though cell proliferation was suppressed more effectively by this combination of drugs , this was not reflected in a detectable further decrease in phosphorylation of the mTOR target proteins p70S6K and 4EBP1 ."
sent-api1344-UAZ-r1-1289294-62,Isobologram Analysis .
sent-api1344-UAZ-r1-1289294-129,"On the other hand , when VMM18 melanoma cells were treated with a 10 nM dose of rapamycin , the dual phosphorylation of ERK was reduced by about half ( Figure  XREF_FIG , lane 3 ) ."
sent-api1344-UAZ-r1-1289294-35,Our interest is in combining targeted agents for these pathways in an effort to determine if such treatments will be effective in the treatment of melanoma .
sent-api1344-UAZ-r1-1289294-112,The phosphorylation of p70S6K and 4EBP1 retards migration in SDS-PAGE .
sent-api1344-UAZ-r1-1289294-26,"Pre-clinical and early phase I studies have suggested that BAY 43-9006 may be of therapeutic value not only in human tumors containing ras gene mutations , but also in tumors over-expressing growth factor receptors that activate the Ras / ERK pathway [ XREF_BIBR ] ."
sent-api1344-UAZ-r1-1289294-184,The author ( s ) declare that they have no competing interests .
sent-api1344-UAZ-r1-1289294-29,"Inhibition of mTOR kinase is feasible with the macrolide natural product rapamycin ( aka : sirolimus , RAPA , Rapamune , AY-22989 , and NSC-226080 ) ."
sent-api1344-UAZ-r1-1289294-107,Rapamycin and BAY43-9006 inhibit phosphorylation of proteins in the mTOR signaling pathway in melanoma cells .
sent-api1344-UAZ-r1-1289294-135,"The mTOR pathway regulates cell growth , and the Raf/MEK/ERK pathway is critical for cell proliferation ."
sent-api1344-UAZ-r1-1289294-3,"However , targeted therapies probably have limited success because cancer cells have alternate pathways for survival and proliferation thereby avoiding inhibition ."
sent-api1344-UAZ-r1-1289294-40,"Furthermore , the combination of rapamycin with BAY43-9006 was synergistic compared to either drug alone at inhibiting proliferation of wild-type B-Raf and V599E mutant B-Raf melanoma cell lines ."
