,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Database Name,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
354,crs,protein,q15672,nan,nan,nan,nan,nan,car,protein,p36575,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc7560100', 'pmc9830230', 'pmc7511472', 'pmc10191231', 'pmc7349474', 'pmc7318076', 'pmc5819207', 'pmc6966463', 'pmc9331024', 'pmc9816141', 'pmc7982884', 'pmc9927007', 'pmc10512655', 'pmc9643340', 'pmc7399644', 'pmc7560100', 'pmc9830230', 'pmc7511472', 'pmc10191231', 'pmc7349474', 'pmc7318076', 'pmc5819207', 'pmc6966463', 'pmc9331024', 'pmc9816141', 'pmc7982884', 'pmc9927007', 'pmc10512655', 'pmc9643340', 'pmc7399644']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",30,0.1,40,1,43.0
948,tyk2,protein,p29597,nan,nan,nan,nan,nan,il2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['pmc8904293', 'pmc8904293', 'pmc8904293']","['nan', 'nan', 'nan']",3,1,40,1,43
11,4-1bb,protein,q07011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8137188', 'pmc8137188']","['nan', 'nan']",2,1,40,1,42
533,il-15,protein,p40933,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc5767585', 'pmc5767585']","['nan', 'nan']",2,1,40,1,42
334,cd80,protein,p33681,nan,nan,nan,nan,nan,pik3ca,protein,p42336,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9435509', 'pmc9435509']","['nan', 'nan']",2,1,40,1,42
14,41bb,protein,q07011,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8812682', 'pmc8812682']","['nan', 'nan']",2,1,40,1,42
288,cd4,protein,p01730,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6369367', 'pmc6369367']","['nan', 'nan']",2,1,40,1,42
460,granzyme b,protein,p10144,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6543840', 'pmc10177415']","['nan', 'nan']",2,1,40,1,42
512,il-10,protein,p22301,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc3382912', 'pmc3382912']","['nan', 'nan']",2,1,40,1,42
682,killer,protein,o14763,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc10177415', 'pmc10177415']","['nan', 'nan']",2,1,40,1,42
182,ccr7,protein,p32248,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8018158', 'pmc8832753']","['nan', 'nan']",2,1,40,1,42
583,il-6,protein,p05231,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7378699', 'pmc9599749']","['nan', 'nan']",2,1,40,1,42
216,cd19,protein,p15391,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8762141', 'pmc8762141']","['nan', 'nan']",2,1,40,1,42
186,ccr7,protein,p32248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc3672777', 'pmc3672777']","['nan', 'nan']",2,1,40,1,42
362,crs,protein,q15672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,car,protein,p36575,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc7419675', 'pmc7126394', 'pmc7569026', 'pmc7405542', 'pmc7352710', 'pmc10433898', 'pmc9809278', 'pmc7419675', 'pmc7126394', 'pmc7569026', 'pmc7405542', 'pmc7352710', 'pmc10433898', 'pmc9809278']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",14,0.1,40,1,41.4
60,april,protein,o75888,nan,nan,nan,nan,nan,taci,protein,o14836,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc7226350', 'pmc8085238', 'pmc8297441', 'pmc7226350', 'pmc8085238', 'pmc8297441', 'pmc7226350', 'pmc8085238', 'pmc8297441', 'pmc7226350', 'pmc8085238', 'pmc8297441']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",12,0.1,40,1,41.2
90,bcma,protein,q02223,nan,nan,nan,nan,nan,april,protein,o75888,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc9317279', 'pmc9639149', 'pmc7214244', 'pmc9317279', 'pmc9639149', 'pmc7214244', 'pmc9317279', 'pmc9639149', 'pmc7214244', 'pmc9317279', 'pmc9639149', 'pmc7214244']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",12,0.1,40,1,41.2
143,car-t,protein,q16568,nan,nan,nan,nan,nan,cd19,protein,p15391,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc9581047', 'pmc9814974', 'pmc8133263', 'pmc8913256', 'pmc10082278', 'pmc8018404', 'pmc9581047', 'pmc9814974', 'pmc8133263', 'pmc8913256', 'pmc10082278', 'pmc8018404']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",12,0.1,40,1,41.2
440,fviii,protein,p00451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,foxp3,protein,b7zlg1,nan,nan,i,['nan'],['nan'],['pmc5613123'],['nan'],1,1,40,1,41
319,cd69,protein,q07108,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8575891'],['nan'],1,1,40,1,41
710,mcl,protein,q8wxi8,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7701665'],['nan'],1,1,40,1,41
931,tnf-alpha,protein,p01375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,foxp3,protein,b7zlg1.t,nan,nan,i,['nan'],['nan'],['pmc9522664'],['nan'],1,1,40,1,41
171,cbl-b,protein,q13191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,i,['nan'],['nan'],['pmc6929154'],['nan'],1,1,40,1,41
310,cd56,protein,p13591,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7458615'],['nan'],1,1,40,1,41
199,cd127,protein,p16871,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,foxp3,protein,b7zlg1.t,nan,nan,i,['nan'],['nan'],['pmc9522664'],['nan'],1,1,40,1,41
515,il-10,protein,p22301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,i,['nan'],['nan'],['pmc8773791'],['nan'],1,1,40,1,41
866,stat5b,protein,p51692,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8220804'],['nan'],1,1,40,1,41
517,il-10,protein,p22301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,i,['nan'],['nan'],['pmc3382912'],['nan'],1,1,40,1,41
594,il-7,protein,p13232,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7985831'],['nan'],1,1,40,1,41
954,vav,other,vav,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7178546'],['nan'],1,1,40,1,41
196,cd107a,protein,p11279,nan,nan,nan,nan,nan,cr,protein,p08174,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc10481596'],['nan'],1,1,40,1,41
193,cd107a,protein,p11279,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8018404'],['nan'],1,1,40,1,41
799,pi 3,protein,p19957,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc2839303'],['nan'],1,1,40,1,41
278,cd3z,protein,p20963,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc4482147'],['nan'],1,1,40,1,41
808,proliferation,biological process,go:0008283,nan,nan,nan,nan,nan,cd25,protein,p01589,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7775630'],['nan'],1,1,40,1,41
814,proliferation,biological process,go:0008283,nan,nan,nan,nan,nan,protein kinase b,protein,p31749,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc6307389'],['nan'],1,1,40,1,41
872,t cell co-stimulation,biological process,go:0031295,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9141239'],['nan'],1,1,40,1,41
877,t-bet,protein,q9ul17,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7318076'],['nan'],1,1,40,1,41
779,pd-l1,protein,q9nzq7,nan,nan,nan,nan,nan,cd25,protein,p01589,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7268496'],['nan'],1,1,40,1,41
873,t cell costimulation,biological process,go:0031295,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7397569'],['nan'],1,1,40,1,41
377,ctla-4,protein,p16410,nan,nan,nan,nan,nan,foxp3,protein,b7zlg1.t,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9522664'],['nan'],1,1,40,1,41
485,hpl,protein,p09382,nan,nan,nan,nan,nan,transforming growth factor beta 1,protein,p01137,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9043864'],['nan'],1,1,40,1,41
822,rank,protein,q9y6q6,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9939256'],['nan'],1,1,40,1,41
911,til,protein,q15399,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc6307389'],['nan'],1,1,40,1,41
445,gitr,protein,q9y5u5,nan,nan,nan,nan,nan,il2ra,protein,p01589,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9939256'],['nan'],1,1,40,1,41
8,4-1bb,protein,q07011,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8575891'],['nan'],1,1,40,1,41
234,cd23,protein,p06734,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,c-jun,protein,p05412,nan,nan,i,['nan'],['nan'],['pmc5766637'],['nan'],1,1,40,1,41
896,th1,protein,q8ixh7,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7973425'],['nan'],1,1,40,1,41
825,reg,protein,p05451,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc5767585'],['nan'],1,1,40,1,41
901,th1,protein,q8ixh7,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9043864'],['nan'],1,1,40,1,41
733,myelin oligodendrocyte glycoprotein,protein,q16653,nan,nan,nan,nan,nan,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc8920845'],['nan'],1,1,40,1,41
579,il-4,protein,p05112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,i,['nan'],['nan'],['pmc8417451'],['nan'],1,1,40,1,41
442,gata3,protein,p23771,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7318076'],['nan'],1,1,40,1,41
407,dnam-1,protein,q15762,nan,nan,nan,nan,nan,il2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9599140'],['nan'],1,1,40,1,41
443,gc,protein,p02774,nan,nan,nan,nan,nan,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9549957'],['nan'],1,1,40,1,41
376,ctla-4,protein,p16410,nan,nan,nan,nan,nan,foxp3,protein,b7zlg1,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9522664'],['nan'],1,1,40,1,41
83,bcl-x,protein,q07817,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc4095682'],['nan'],1,1,40,1,41
752,nkg2d,protein,p26718,nan,nan,nan,nan,nan,il2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9599140'],['nan'],1,1,40,1,41
880,t-cell activation,biological process,go:0042110,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7290012'],['nan'],1,1,40,1,41
874,t cell differentiation,biological process,go:0030217,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7709221'],['nan'],1,1,40,1,41
671,itam,protein family,pf02189,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7178546'],['nan'],1,1,40,1,41
416,eomes,protein,o95936,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7318076'],['nan'],1,1,40,1,41
772,p65,protein,p21579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nf-kb,protein,p19838,nan,nan,i,['nan'],['nan'],['pmc8189155'],['nan'],1,1,40,1,41
497,ifng,protein,p01579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,i,['nan'],['nan'],['pmc8593824'],['nan'],1,1,40,1,41
62,arginase-1,protein,p05089,nan,nan,nan,nan,nan,nf-kb,protein,p19838,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc6558778'],['nan'],1,1,40,1,41
12,4-1bb,protein,q07011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,i,['nan'],['nan'],['pmc8575891'],['nan'],1,1,40,1,41
249,cd27,protein,p26842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nf-kb,protein,p19838,nan,nan,i,['nan'],['nan'],['pmc8189155'],['nan'],1,1,40,1,41
81,bcl-2,protein,p10415,nan,nan,nan,nan,nan,protein kinase b,protein,p31749,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc9496564'],['nan'],1,1,40,1,41
248,cd27,protein,p26842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,i,['nan'],['nan'],['pmc9868136'],['nan'],1,1,40,1,41
246,cd26,protein,p27487,nan,nan,nan,nan,nan,il-2,protein,p60568,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7458458'],['nan'],1,1,40,1,41
365,crt,protein,p27797,nan,nan,nan,nan,nan,tc,protein,p08174,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7174069'],['nan'],1,1,40,1,41
724,ml,protein,p40225,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc6883585'],['nan'],1,1,40,1,41
370,csn5,protein,q92905,nan,nan,nan,nan,nan,p50,protein,p19838,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc10002487'],['nan'],1,1,40,1,41
267,cd30,protein,p28908,nan,nan,nan,nan,nan,cd28,protein,p10747,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['nan'],['pmc7603553'],['nan'],1,1,40,1,41
949,tyk2,protein,p29597,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ptp1b,protein,p18031,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc8904293', 'pmc8904293', 'pmc8904293', 'pmc8904293', 'pmc8904293', 'pmc8904293', 'pmc8904293', 'pmc8904293']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",8,0.1,40,1,40.8
961,zap70,protein,p43403,nan,nan,nan,nan,nan,lck,protein,p06239,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc7000777', 'pmc6006764', 'pmc8893275', 'pmc9399690', 'pmc7000777', 'pmc6006764', 'pmc8893275', 'pmc9399690']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",8,0.1,40,1,40.8
358,crs,protein,q15672,nan,nan,nan,nan,nan,il-6,protein,p05231,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc9226391', 'pmc7349474', 'pmc6368716', 'pmc9816141', 'pmc9226391', 'pmc7349474', 'pmc6368716', 'pmc9816141']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",8,0.1,40,1,40.8
89,bcma,protein,q02223,nan,nan,nan,nan,nan,a proliferation-inducing ligand,protein,o75888,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc7970693', 'pmc10145905', 'pmc7970693', 'pmc10145905', 'pmc7970693', 'pmc10145905', 'pmc7970693', 'pmc10145905']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",8,0.1,40,1,40.8
131,car,protein,p36575,nan,nan,nan,nan,nan,her2,protein,p04626,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc5330718', 'pmc6540776', 'pmc6254427', 'pmc9454442', 'pmc5330718', 'pmc6540776', 'pmc6254427', 'pmc9454442']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",8,0.1,40,1,40.8
68,baff,protein,q9y275,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc8752722', 'pmc6423312', 'pmc8752722', 'pmc6423312', 'pmc8752722', 'pmc6423312', 'pmc8752722', 'pmc6423312']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",8,0.1,40,1,40.8
747,nkg2d,protein,p26718,nan,nan,nan,nan,nan,dap10,protein,q9ubk5,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc9218287', 'pmc6287795', 'pmc9218287', 'pmc6287795', 'pmc9218287', 'pmc6287795', 'pmc9218287', 'pmc6287795']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",8,0.1,40,1,40.8
884,taci,protein,o14836,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc8085238', 'pmc7290012', 'pmc7290012', 'pmc8085238', 'pmc7290012', 'pmc7290012']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,0.1,40,1,40.6
213,cd19,protein,p15391,nan,nan,nan,nan,nan,cd22,protein,p20273,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc8864095', 'pmc8279746', 'pmc10125987', 'pmc8864095', 'pmc8279746', 'pmc10125987']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,0.1,40,1,40.6
364,crs,protein,q15672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,il-6,protein,p05231,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc9226391', 'pmc7076393', 'pmc8018404', 'pmc9226391', 'pmc7076393', 'pmc8018404']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,0.1,40,1,40.6
70,baff,protein,q9y275,nan,nan,nan,nan,nan,taci,protein,o14836,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc8752722', 'pmc7226350', 'pmc8085238', 'pmc8752722', 'pmc7226350', 'pmc8085238']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,0.1,40,1,40.6
859,stat3,protein,p40763,nan,nan,nan,nan,nan,il-6,protein,p05231,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc7872024', 'pmc9105926', 'pmc10478223', 'pmc7872024', 'pmc9105926', 'pmc10478223']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,0.1,40,1,40.6
960,zap-70,protein,p43403,nan,nan,nan,nan,nan,lck,protein,p06239,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc7318076', 'pmc8575966', 'pmc7178546', 'pmc7318076', 'pmc8575966', 'pmc7178546']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,0.1,40,1,40.6
857,stat3,protein,p40763,nan,nan,nan,nan,nan,il-21,protein,q9gzx6,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['pmc8638458', 'pmc8220804', 'pmc5839992', 'pmc8638458', 'pmc8220804', 'pmc5839992']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,0.1,40,1,40.6
43,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,fas,protein,p25445,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan']","['pmc9841868', 'pmc8130796', 'pmc6297364', 'pmc10185706', 'pmc9649996']","['nan', 'nan', 'nan', 'nan', 'nan']",5,0.1,40,1,40.5
5,4-1bb,protein,q07011,nan,nan,nan,nan,nan,cd19,protein,p15391,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc9136177', 'pmc7701665', 'pmc9136177', 'pmc7701665']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
231,cd22,protein,p20273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd19,protein,p15391,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc7519582', 'pmc8516648', 'pmc7519582', 'pmc8516648']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
474,her2,protein,p04626,nan,nan,nan,nan,nan,car,protein,p36575,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc4664810', 'pmc8573881', 'pmc4664810', 'pmc8573881']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
393,dap10,protein,q9ubk5,nan,nan,nan,nan,nan,nkg2d,protein,p26718,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc9372572', 'pmc9372572', 'pmc9372572', 'pmc9372572']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
